house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2214,20,RL,73,11883,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0,814,1504.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,2,478,TA,TA,Y,115,66,0,0,0,0,none,0,6,2009,WD,Normal,203000
2215,20,RL,60,7038,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,726.0,Unf,0,138,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,210,0,0,0,0,0,GdPrv,0,9,2009,WD,Abnorml,76500
2216,20,RL,65,8767,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0,1286,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,none,0,7,2006,New,Partial,164990
2217,20,RL,104,11361,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,TA,TA,CBlock,Gd,TA,No,ALQ,644.0,Unf,0,549,1193.0,GasA,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,MnPrv,0,5,2008,COD,Abnorml,180000
2218,50,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,596,596.0,GasA,Po,Y,FuseF,834,596,0,1430,0,0,2,0,3,1,Fa,7,Typ,0,none,Detchd,Unf,2,370,Fa,Fa,Y,218,0,0,0,210,0,none,0,10,2006,WD,Abnorml,107000
2219,30,RL,67,8777,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,WdSdng,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0,796,796.0,GasA,Gd,Y,FuseA,796,0,0,796,0,0,1,0,2,1,TA,4,Typ,0,none,none,none,0,0,none,none,P,328,0,164,0,0,0,MnPrv,0,5,2008,WD,Normal,85000
2220,75,RM,70,6300,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1226,1226.0,GasA,Ex,Y,SBrkr,1226,878,0,2104,0,0,2,0,5,1,TA,9,Typ,0,none,Detchd,Unf,2,432,Fa,TA,P,0,341,88,0,0,0,none,0,7,2006,WD,Normal,155000
2221,20,RL,79,14463,Pave,none,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,Unf,0,526,1641.0,GasA,Ex,Y,SBrkr,1641,0,0,1641,1,0,2,0,3,1,Ex,7,Typ,0,none,Attchd,Fin,3,885,TA,TA,Y,0,95,0,0,0,0,none,0,1,2009,WD,Normal,316500
2222,190,RL,0,164660,Grvl,none,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,147,103,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,none,700,8,2008,WD,Normal,228950
2223,20,RL,70,9100,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0,125,1525.0,GasA,Ex,Y,SBrkr,1525,0,0,1525,1,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,541,TA,TA,Y,219,36,0,0,0,0,none,0,9,2006,WD,Normal,235000
2224,20,RL,0,22002,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0,206,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1652,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,510,TA,TA,Y,0,0,0,0,201,0,none,0,7,2007,WD,Normal,200000
2225,120,RL,0,5271,Pave,none,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082.0,Unf,0,371,1453.0,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2,445,TA,TA,Y,0,80,0,0,184,0,none,0,12,2006,WD,Abnorml,190000
2226,20,RL,0,11354,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412.0,Unf,0,261,1673.0,GasA,Ex,Y,SBrkr,1673,0,0,1673,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,583,TA,TA,Y,306,113,0,0,116,0,none,0,1,2007,WD,Normal,270000
2227,60,RL,85,10560,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0,605,1079.0,GasA,Ex,Y,SBrkr,1079,800,0,1879,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,473,TA,TA,Y,400,100,144,0,0,0,MnPrv,0,8,2009,WD,Normal,239900
2228,80,RL,0,11950,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,none,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,384,384.0,GasA,Ex,Y,SBrkr,754,640,0,1394,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,none,0,10,2007,WD,Normal,165500
2229,60,RL,75,12447,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0,1100,1100.0,GasA,Ex,Y,SBrkr,1116,848,0,1964,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,760,TA,TA,Y,200,70,0,0,0,0,none,0,1,2006,New,Partial,252000
2230,60,RL,79,9085,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,286,Gd,TA,PConc,Gd,TA,No,GLQ,816.0,Unf,0,254,1070.0,GasA,Ex,Y,SBrkr,1094,967,0,2061,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,647,TA,TA,Y,296,102,209,0,0,0,none,0,11,2009,WD,Normal,260000
2231,80,RL,0,15584,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,WdSdng,WdSdng,BrkFace,366,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0,825,825.0,GasA,Ex,Y,SBrkr,2071,0,0,2071,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,Unf,1,336,TA,TA,Y,131,28,0,0,0,0,none,0,10,2009,WD,Normal,165000
2232,20,RL,78,11700,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,912,912.0,GasA,Ex,Y,SBrkr,1152,0,0,1152,1,0,1,1,3,1,TA,7,Typ,0,none,Attchd,RFn,2,412,TA,TA,Y,0,126,0,0,0,0,none,0,9,2007,CWD,Normal,143450
2233,30,RM,51,6120,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0,164,1124.0,GasA,TA,Y,SBrkr,1068,0,0,1068,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,288,TA,TA,Y,0,0,128,0,0,0,none,0,3,2010,WD,Normal,109500
2234,180,RM,35,3675,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76,TA,TA,PConc,Gd,TA,Gd,GLQ,467.0,Unf,0,80,547.0,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,Gd,5,Typ,0,none,Basment,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,none,0,5,2007,WD,Normal,140000
2235,20,RL,60,9060,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,WdSdng,WdSdng,BrkFace,98,TA,TA,PConc,none,none,none,none,0.0,none,0,0,0.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,1,252,TA,TA,Y,116,0,0,180,0,0,MnPrv,0,6,2007,WD,Normal,120000
2236,20,RL,200,43500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,none,none,none,none,0.0,none,0,0,0.0,GasA,Ex,Y,SBrkr,2034,0,0,2034,0,0,1,0,2,1,TA,9,Min1,0,none,2Types,RFn,4,1041,TA,TA,N,483,266,0,0,0,561,GdPrv,0,6,2007,WD,Normal,130000
2237,60,FV,81,10411,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,none,Unf,0.0,Unf,0,725,725.0,GasA,Ex,Y,SBrkr,725,863,0,1588,0,0,3,0,3,1,Gd,8,Typ,0,none,Attchd,Unf,2,561,TA,TA,Y,0,0,0,0,0,0,none,0,7,2007,New,Partial,212109
2238,20,RL,80,11088,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0,308,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,1707,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,479,TA,TA,Y,0,0,0,0,0,0,none,0,5,2009,WD,Normal,184000
2239,60,RL,66,13682,Pave,none,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1410,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,none,0,10,2006,New,Partial,438780
2240,20,RL,65,7150,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60,TA,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,0,460,892.0,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,none,Attchd,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,GdWo,0,7,2009,WD,Normal,100000
2241,20,RL,98,11428,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1626,1626.0,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,866,TA,TA,Y,0,44,0,0,0,0,none,0,5,2007,WD,Normal,250000
2242,80,RL,0,10448,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,689,689.0,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,583,TA,TA,Y,0,104,0,0,0,0,GdPrv,0,8,2009,COD,Abnorml,158000
2243,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0,712,728.0,GasA,Ex,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,Unf,2,546,Fa,TA,Y,0,0,234,0,0,0,none,0,8,2006,WD,Normal,178000
2244,90,RL,64,7804,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,281.0,Rec,679,0,960.0,GasA,Ex,Y,SBrkr,960,960,0,1920,2,0,2,2,4,2,TA,10,Typ,2,Gd,Detchd,Unf,2,480,TA,TA,Y,248,0,121,0,0,0,none,0,7,2008,WD,Abnorml,161900
2245,160,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,390.0,Unf,0,210,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1,0,2,1,2,1,Gd,5,Typ,0,none,Detchd,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,none,0,5,2008,WD,Normal,165000
2246,60,RL,72,7200,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0,396,684.0,GasA,TA,Y,SBrkr,684,714,0,1398,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,2,2008,WD,Normal,160500
2247,30,RM,60,9786,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,1007,1007.0,GasA,Fa,N,SBrkr,1077,0,0,1077,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,210,TA,Fa,P,0,100,48,0,0,0,none,0,5,2006,WD,Normal,91000
2248,50,RM,60,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,546,0,714.0,GasW,TA,N,SBrkr,1664,862,0,2526,0,0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,Unf,1,216,TA,TA,Y,88,15,0,0,0,0,GdWo,0,8,2007,CWD,Family,136000
2249,190,RL,65,8450,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Fa,Mn,ALQ,890.0,Unf,0,0,890.0,GasA,Gd,N,SBrkr,890,0,0,890,1,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,none,0,4,2008,WD,Normal,115000
2250,50,RM,60,5586,Pave,none,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,901,901.0,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,none,none,none,0,0,none,none,N,0,98,0,0,0,0,MnPrv,0,9,2008,ConLD,Abnorml,79900
2251,60,RL,88,14200,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0,479,924.0,GasA,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,Fin,2,487,TA,TA,Y,105,66,0,0,0,0,GdPrv,0,5,2006,WD,Normal,226000
2252,60,RL,58,16770,Pave,none,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1195,1195.0,GasA,Gd,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,none,Attchd,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,none,0,6,2010,WD,Normal,221000
2253,20,RL,71,8197,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,660,660.0,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,MnPrv,0,4,2007,WD,Normal,143500
2254,120,RL,32,10846,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,Unf,0,100,1719.0,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,Fin,2,473,TA,TA,Y,122,30,0,0,0,0,none,0,5,2008,Con,Normal,324000
2255,60,RL,0,8755,Pave,none,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0,220,992.0,GasA,Ex,Y,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2,390,TA,TA,Y,0,0,0,168,0,0,GdPrv,0,6,2009,WD,Normal,214000
2256,20,RL,80,9600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0,1420,2524.0,GasA,TA,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,MnPrv,0,7,2009,WD,Normal,278000
2257,50,RM,50,6060,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,732,732.0,GasA,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,none,Detchd,Unf,1,264,TA,TA,P,0,0,140,0,0,0,MnPrv,0,6,2007,WD,Normal,100000
2258,90,RL,60,10800,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0,0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,none,none,none,0,0,none,none,Y,120,0,0,0,0,0,none,0,3,2009,WD,Alloca,179000
2259,20,RL,42,10331,Pave,none,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80,970,1265.0,GasA,Gd,Y,SBrkr,1240,0,0,1240,0,1,2,0,3,1,Gd,6,Typ,0,none,Attchd,Unf,2,528,TA,TA,Y,232,0,0,0,0,0,none,0,7,2007,WD,Normal,174000
2260,60,RL,50,9350,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,342.0,Unf,0,405,747.0,GasA,Ex,Y,SBrkr,892,747,0,1639,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,0,50,0,0,0,0,none,0,7,2009,WD,Normal,154400
2261,120,RL,48,6240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,196,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0,1318,1342.0,GasA,Ex,Y,SBrkr,1342,0,0,1342,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,550,TA,TA,Y,0,35,0,0,0,0,none,0,2,2008,WD,Normal,219500
2262,120,RM,0,4435,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0,163,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,none,Attchd,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,none,0,5,2009,WD,Normal,140000
2263,60,RL,63,10475,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,0,166,624.0,GasA,Gd,Y,SBrkr,624,650,0,1274,0,0,1,1,3,1,TA,6,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,22,0,0,0,0,0,GdWo,0,3,2010,WD,Normal,136000
2264,20,RL,80,12000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,TA,Fa,CBlock,Gd,Fa,No,LwQ,853.0,Unf,0,535,1388.0,GasA,Gd,Y,SBrkr,1388,0,0,1388,1,0,2,0,3,1,TA,6,Typ,1,Po,Attchd,RFn,2,522,TA,TA,Y,0,58,0,0,0,0,none,0,7,2006,COD,Abnorml,158900
2265,50,RL,0,13837,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202,0,1204.0,GasA,Gd,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,none,Attchd,Unf,3,786,TA,TA,Y,0,0,0,0,0,0,none,0,2,2006,WD,Normal,229000
2266,60,RL,46,20544,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,0,791,791.0,GasA,Gd,Y,SBrkr,1236,857,0,2093,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,542,TA,TA,Y,364,63,0,0,0,0,MnPrv,0,11,2008,WD,Normal,215000
